Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min].1,Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].1,Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min].2,Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].2,Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min].3,Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].3,Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min].4,Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].4,Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min].5,Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].5,Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min].6,Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2]
277.3560061,0.237028160780371,0.0003392465343784,-0.0037864363178569,0,4998264.63879709,1695.64395661818,1.44728741990907,-0.0383688789810822,2947.7088154554,0.0060858763019825,-0.50308189317584,25.0011196136475,-4.29420447822532e-10,0.0284227058291435,-0.0021367147228375,0.413036733426552,0.0001638426865921,-0.0074428734033234,0,14973129.0472354,2453.23768978948,0.969382264953007,-0.0028613208438179,6103.41554328571,0.0047434009516249,1.83099651783705,25.0011196136475,5.04872214815585e-08,-0.310338392853737,0.755900851471779,0.641593749425379,0.000128176626806,-0.0169953295356275,0,24948804.4342766,3197.85359522989,0.619106120855389,0.0183653570040965,7801.73441069713,0.0038063702490102,0.213818129226565,25.0011196136475,-5.29130254336649e-08,-0.0604006014764309,-1.32012446871113,0.862946731768434,0.0001058084291538,-0.0304824283368979,0,34922998.3213352,3695.14759372188,0.453060317821547,0.0533716480671923,9451.04287056623,0.0062786897963798,-2.74700722524098,25.0011196136475,2.51113039571269e-08,1.0863870382309,0.87707694756682,1.06893788226627,9.55379917171207e-05,-0.0316735057311016,0,44898690.5180624,4289.53072282421,0.339318186230954,0.0647699837463948,10467.0402007288,0.0087916535821278,12.018223661681,25.0011196136475,-3.48941702825966e-09,-6.1109611839056,-0.157254105522952,1.32567907415569,8.50286016166847e-05,-0.032032059642169,0,54874434.2901423,4665.89641219745,0.274663258236466,0.0631087643399117,11760.7485126955,0.0078321229723964,-6.71824786724015,25.0011196136475,1.41179869852002e-07,4.17518229037523,7.74751991174435,,,,0,64851545.2887153,,,,,,
282.3964119,0.237067870426194,0.000339251542306,-0.0037574597817258,0,4998264.48505279,1695.66893540767,1.44721750757209,-0.0383568058688846,2947.66530227855,0.0058708277322521,2.21819226443768,24.9850330352783,4.57850716031622e-09,-0.125321596860886,0.0228420747625933,0.412911801808375,0.0001638432826248,-0.0076520573900419,0,14973129.4248092,2453.24667612673,0.969094652430209,-0.0027574875726738,6103.39334014683,0.0045248891312852,-0.396689063124359,24.9850330352783,5.10832541672761e-08,0.0672354344278574,0.764887188726789,0.641593793258485,0.0001282126304978,-0.0170103356516528,0,24948804.6365769,3198.75187023303,0.61922470058642,0.0182345729131754,7799.5435872178,0.0040611151631409,-0.502325219213963,24.9850330352783,-1.69093336318388e-08,0.141899779438972,-0.42184946557154,0.863053556422605,0.0001057957242409,-0.0308808399633355,0,34922999.0969422,3694.70398212541,0.45318777030036,0.0532843071865458,9452.17783776347,0.0061857423572593,-4.70818495612059,24.9850330352783,1.24063910426702e-08,1.86199405044317,0.433465351088216,1.06787699378223,9.5746227429766e-05,-0.0312388169774261,0,44898691.4752144,4298.88032528478,0.339673298583983,0.0643492925031151,10444.2757364361,0.0093829016267657,10.1358246080577,24.9850330352783,2.04746295617034e-07,-5.15380912274122,9.1923483550454,1.3256131222372,8.48734602571781e-05,-0.0315669245118348,0,54874433.5352247,4657.38305378706,0.274454319646104,0.0635924663680602,11782.2461458489,0.008147119615463,-5.50351682115685,24.9850330352783,-1.39614896545512e-08,3.42026469111443,-0.765838498649828,,,,0,64851588.6326118,,,,,,
287.4560712,0.237184143212424,0.0003392491489014,-0.0037017177971576,0,4998264.53308854,1695.65698883461,1.44714854826064,-0.0383362193236792,2947.68609807326,0.0054406526337383,1.36795943705365,25.0137329101563,2.1851025727324604e-09,-0.0772858439013362,0.0108955017026346,0.412859899603281,0.0001638145163687,-0.0073981624038621,0,14973128.9071323,2452.81587044844,0.969285344783703,-0.0026920791841445,6104.46511192655,0.0046061715112176,2.6576049938798,25.0137329101563,2.23169980916699e-08,-0.450441524386406,0.334081510438864,0.641638819160244,0.0001281513016967,-0.0169201651101277,0,24948804.2048323,3197.22173462554,0.619194723148201,0.0185256632820739,7803.27618026603,0.003483663616777,1.02605072312057,25.0137329101563,-7.82381347965311e-08,-0.289844837039709,-1.9519850730594,0.86320245960236,0.0001057529098458,-0.0299166128434507,0,34922997.3617692,3693.20859154608,0.453068090283773,0.0536883245981337,9456.00458141181,0.0060224824843642,-0.320676192960569,25.0137329101563,-3.04080040091839e-08,0.126821093261242,-1.06192522823312,1.06817607787184,9.5686299916068e-05,-0.0349866943494348,0,44898696.8681566,4296.19017436705,0.339251050715084,0.0650372318758589,10450.8168972691,0.0097133074242418,-0.470294944693645,25.0137329101563,1.44818781919046e-07,0.239133022725582,6.50219743732214,1.32588861081409,8.50378460670135e-05,-0.0313105711397816,0,54874432.8449457,4666.40357328316,0.274617379133394,0.0638239093698503,11759.4700036494,0.0075079487924349,-4.39279514632442,25.0137329101563,1.5042432018087e-07,2.72998568415642,8.25468099745831,,,,0,64851591.1176152,,,,,,
292.5070668,0.237307506203108,0.0003392641129502,-0.0037440904474397,0,4998264.54702879,1695.73178783844,1.4471907797446,-0.0384062795154079,2947.55608338281,0.0059434619528349,1.12121698670089,25.0110378265381,1.71491513761965e-08,-0.063345592468977,0.0856945055352298,0.412905905679803,0.0001638208691555,-0.0074658885031971,0,14973128.9346565,2452.91099605377,0.969298005688612,-0.0027264481912197,6104.22838771776,0.0046284995060109,2.49521218482405,25.0110378265381,2.8669784932656e-08,-0.422917319461703,0.42920711576744,0.641568458914126,0.0001282834579666,-0.0172123482713646,0,24948804.9227753,3200.5189676279,0.619458236416274,0.0180793895449256,7795.2373271721,0.0038931982095348,-1.51546743638813,25.0110378265381,5.39181351024451e-08,0.428098145872355,1.34524792929915,0.862836434323351,0.0001057271256367,-0.0304074472465339,0,34922997.3252363,3692.30812581739,0.45309193596317,0.0535976255764835,9458.31066509521,0.005523341931022,-0.22830008619598,25.0110378265381,-5.61922131035345e-08,0.0902881696820259,-1.96239095693136,1.06840752531787,9.56020062638895e-05,-0.0337822791192605,0,44898695.3316458,4292.40535233647,0.339384633595745,0.0649685208354658,10460.0315315529,0.0097133711439819,2.55150961950421,25.0110378265381,6.05251297405233e-08,-1.29737777262926,2.71737540673439,1.32553144210235,8.51049238955636e-05,-0.0295421570693236,0,54874427.6531679,4670.08398923547,0.274447131479666,0.0635292880644172,11750.2014481224,0.0088290825569274,3.96124723458832,25.0110378265381,2.1750214873091e-07,-2.46179206669331,11.9350969497618,,,,0,64851613.6535185,,,,,,
297.5459292,0.237366097040877,0.0003393254530667,-0.0038028835821102,0,4998264.57489781,1696.03839142488,1.44718622155661,-0.0384804847371601,2947.02325145992,0.0055748697288419,0.627935289312154,24.9941024780273,7.84892679092089e-08,-0.0354765700176358,0.392298091981502,0.41272423711528,0.0001638110730318,-0.007735062937139,0,14973129.3301191,2452.76438221072,0.969456421988184,-0.0027844937157607,6104.59342883296,0.0049962365091368,0.161982621997595,24.9941024780273,1.88736611666986e-08,-0.0274546816945076,0.282593272719168,0.641463807281758,0.000128198029503,-0.0169618161512068,0,24948804.5553439,3198.38758245235,0.619246327557445,0.0183347029291387,7800.43190894786,0.0039342881386263,-0.21476029895246,24.9941024780273,-3.15103284317757e-08,0.0606667511165142,-0.786137246248927,0.863230737456001,0.0001056494228659,-0.029228962732699,0,34922995.6558414,3689.59433578896,0.452769315477155,0.0538752103485861,9465.2670395467,0.0052112638295721,3.99288403636643,24.9941024780273,-1.33894983932512e-07,-1.57910668104887,-4.67618098535786,1.06827848558376,9.55302581961915e-05,-0.032336767438805,0,44898692.7816149,4289.18371409915,0.339320697091646,0.0650595030221625,10467.8875456014,0.0097813865554817,7.5665704374512,24.9941024780273,-1.12229379573985e-08,-3.84740869700909,-0.504262830581865,1.32561237935811,8.47938962386764e-05,-0.0306365773229422,0,54874431.8653542,4653.01688174716,0.274470909908933,0.0639293703008781,11793.3016922022,0.0079321627884464,-2.81654331508008,24.9941024780273,-9.3525508156224e-08,1.75039415061474,-5.13201053854482,,,,0,64851543.5481536,,,,,,
302.6057506,0.237116321579117,0.0003392454025607,-0.0039414785417871,0,4998264.69413538,1695.63831826702,1.44722640208813,-0.0383578892534221,2947.71864983784,0.0058890654498966,-1.48256958592683,25.0076122283936,-1.56123815378594e-09,0.0837609935551882,-0.0077750658804234,0.412983535041196,0.0001638221881015,-0.0076688055475823,0,14973129.2349805,2452.9307940021,0.969337446320313,-0.0027631128564031,6104.17924206944,0.0042355707198356,0.723300186730921,25.0076122283936,2.998873093737e-08,-0.122593251988292,0.449005064099765,0.641502181991835,0.0001281915644924,-0.0174247381879353,0,24948805.3117251,3198.22638512819,0.619192981803544,0.0184256366385866,7800.8253035925,0.0041198289266096,-2.89234979532659,25.0076122283936,-3.79753390296605e-08,0.817047964781523,-0.947334570413204,0.863430407043238,0.0001057434453709,-0.0303763538991235,0,34922997.9833442,3692.87812944237,0.45313818143664,0.053652477950121,9456.85093285695,0.0060003298550596,-1.89237280381577,25.0076122283936,-3.98724788868712e-08,0.748396024107933,-1.39238733194225,1.06828878149394,9.57599903617862e-05,-0.0328547711287275,0,44898693.7172176,4299.49847761755,0.340038084364937,0.0645209072812316,10442.7746517303,0.0097149856367355,5.72655177513758,25.0076122283936,2.18509227637288e-07,-2.91180598735809,9.81050068781587,1.32593115881015,8.51140121562731e-05,-0.0309355262823871,0,54874431.0942304,4670.58299522289,0.274410836971451,0.0634227825844265,11748.9467910872,0.0077616690781897,-1.57573500004682,25.0076122283936,2.26590409440475e-07,0.979270339012146,12.434102937189,,,,0,64851562.6028919,,,,,,
307.6358877,0.236986668740963,0.0003392666644222,-0.0040558517975775,0,4998264.72267584,1695.74460036153,1.44721942613391,-0.038384266384941,2947.53391613938,0.0056819671115766,-1.98773580081761,25.015064239502,1.9700623349187e-08,0.112301457673311,0.0985070286294558,0.412755575028484,0.00016386475234,-0.0075970908528427,0,14973129.0851223,2453.56808928915,0.969267309039436,-0.0028551641460894,6102.59366776341,0.0044877315911617,1.6074635611847,25.015064239502,7.25529694156136e-08,-0.272451451048255,1.08630035114629,0.641593475832894,0.0001281526133236,-0.0174221840073233,0,24948805.2831323,3197.25459633618,0.61913631987849,0.0184313351337776,7803.19631465125,0.0039042193223428,-2.79113112911582,25.015064239502,-7.69265078576621e-08,0.788455121219158,-1.91912336241467,0.863490748346618,0.0001058885614251,-0.0301201731170861,0,34922997.1803761,3697.94593208586,0.453026826752387,0.0533318670731393,9443.89069546983,0.0058629999749569,0.137989183941058,25.015064239502,1.05243575325518e-07,-0.0545719936490059,3.67541531153938,1.06835784675385,9.5511156904751e-05,-0.0335192892170317,0,44898693.4929061,4288.32615901928,0.339325603751595,0.0649776322188225,10469.9810200944,0.0089545923764712,6.16769769738118,25.015064239502,-3.03242293979666e-08,-3.13611747324467,-1.36181791045601,1.32546737569325,8.50249843890752e-05,-0.0304690056274762,0,54874430.6391174,4665.69760845035,0.27438329331386,0.0632241295617966,11761.248851561,0.0082466912740116,-0.843416951122609,25.015064239502,1.37562642242586e-07,0.524157427251339,7.54871616464698,,,,0,64851577.4888822,,,,,,
312.6778288,0.237372847217354,0.0003392728136143,-0.0037856740527713,0,4998264.53080403,1695.77527055476,1.44725439793367,-0.0384026655419917,2947.48049319583,0.0059627740415855,1.40839518271387,25.0014038085938,2.58498154825384e-08,-0.0795703493058681,0.129177221854661,0.412831548070998,0.000163870465319,-0.0074935801234923,0,14973128.8792652,2453.65359672746,0.969342832144138,-0.0028265917196467,6102.38091441902,0.0047921566403614,2.82202062681317,25.0014038085938,7.82659484276766e-08,-0.478308580815792,1.17180778945112,0.641502268779004,0.0001281637940961,-0.0171085359152053,0,24948804.394983,3197.53342942422,0.619065374144699,0.0184633452666065,7802.51557822666,0.0040392126984434,0.352917507067323,25.0014038085938,-6.57457353335045e-08,-0.0996942110359669,-1.64029027438255,0.86357817931176,0.0001057773909588,-0.0297810467443217,0,34922996.8246122,3694.06348857046,0.453155569336383,0.0533406292637929,9453.8160842836,0.0061929132475127,1.03756362880979,25.0014038085938,-5.92689104550817e-09,-0.410335898399353,-0.207028203854406,1.06797225965372,9.56865643285587e-05,-0.0339787712369606,0,44898696.8761951,4296.2020469125,0.339735204490447,0.0644239196979635,10450.7880183293,0.0089822017160874,-0.486104050278664,25.0014038085938,1.45083194409714e-07,0.247171550989151,6.51406998276798,1.32557024274162,8.50224683904124e-05,-0.030664124395285,0,54874430.459497,4665.55952918447,0.274114653444285,0.0634376128320683,11761.5968923429,0.0077883193318363,-0.554391302371567,25.0014038085938,1.35046643579757e-07,0.34453696757555,7.41063689876046,,,,0,64851545.530376,,,,,,
317.7378026,0.237285087736673,0.0003391302667178,-0.0038239223547714,0,4998264.54027831,1695.06278667076,1.44702063237079,-0.0380868304383904,2948.71941003159,0.0050467819456938,1.24070047102869,25.013204574585,-1.16697081068633e-07,-0.0700960718095303,-0.583306662138966,0.412919448367775,0.000163882214449,-0.0077667225754948,0,14973129.2874521,2453.82958485902,0.96929807823887,-0.0029276551691293,6101.94341931545,0.0043781172052571,0.413718304410577,25.013204574585,9.00150783802295e-08,-0.0701217465102673,1.34779592101222,0.641520587322898,0.0001282286264151,-0.0170365017802447,0,24948804.4563834,3199.15092614133,0.619131996426782,0.0182360480129411,7798.57063088784,0.0041243624946633,0.135560016855597,25.013204574585,-9.1341638910219e-10,-0.0382937900722027,-0.0227935572734168,0.863372602882615,0.000105866663794,-0.0297392693572969,0,34922997.0156551,3697.18118373654,0.453004325861203,0.0533281600107021,9445.84408502272,0.0055775107066723,0.554498123058251,25.013204574585,8.33459441771734e-08,-0.219293043017387,2.91066696222106,1.06856993992476,9.53036020707899e-05,-0.0347146918094679,0,44898696.3649867,4279.00749186592,0.339196968717518,0.0651169937139777,10492.7828358179,0.0090435339395426,0.519272469977538,25.013204574585,-2.37879063359002e-07,-0.264036849141121,-10.6804850638146,1.32561262369625,8.48934345522133e-05,-0.0306712030427579,0,54874428.8024694,4658.47873013253,0.274579426418147,0.0631656234950184,11779.473940178,0.0083849490294951,2.11191672445698,25.013204574585,6.01280538067037e-09,-1.31249061971903,0.329837846819828,,,,0,64851601.9723448,,,,,,
322.7960405,0.23725627478045,0.0003393064470323,-0.003884296309387,0,4998264.62371383,1695.94341079981,1.44715665234433,-0.0384500479659713,2947.18832708967,0.0063056429864789,-0.236108275316656,24.9864711761475,5.94832334654028e-08,0.0133394505828619,0.297317466902314,0.412776632019784,0.0001638590236943,-0.0076942063330129,0,14973129.145356,2453.48232340681,0.969367590671806,-0.0028933599563941,6102.80701943879,0.0049148352804621,1.25208479110152,24.9864711761475,6.68243236735117e-08,-0.212217761203647,1.00053446880065,0.641334756956724,0.0001281872326311,-0.0169582916161194,0,24948804.433609,3198.11819780103,0.619225710432338,0.0182352164618259,7801.08891871581,0.0040349587341655,0.216181241869926,24.9864711761475,-4.23072003163298e-08,-0.0610681474208832,-1.055521897566,0.86350091064677,0.0001058666396832,-0.0307763875612802,0,34922998.4539929,3697.18049398644,0.453332583069718,0.0530781375702196,9445.84623628629,0.006136780342321,-3.0824416557593,24.9864711761475,8.33218333573874e-08,1.21904472261667,2.90997721211943,1.06775990494527,9.55486937788168e-05,-0.0332815620440226,0,44898692.1846183,4290.01139061745,0.339634282211043,0.0646330586111639,10465.8678256228,0.0096823277673402,8.74066361486912,24.9864711761475,7.21264466786709e-09,-4.44440522789955,0.323413687721768,1.32549266070767,8.50702764093804e-05,-0.0315966381893779,0,54874431.8711002,4668.1830870822,0.274523573171248,0.0629150672386044,11754.9870790091,0.007397725455819,-2.8257891506634,24.9864711761475,1.8285466254773e-07,1.7561401501298,10.034194796498,,,,0,64851601.695007,,,,,,
327.8312177,0.237309913136031,0.000339197548885,-0.0038693242208583,0,4998264.61142226,1695.39910487352,1.44710240526672,-0.0381956590748552,2948.13451125134,0.0054503228825492,-0.0185474334284663,24.9986190795898,-4.94149137899159e-08,0.0010478775948286,-0.246988459383374,0.413065920863037,0.0001638265308405,-0.0077256890897652,0,14973129.2569182,2452.99582198806,0.969340929028662,-0.0027710039918863,6104.01743154339,0.0045792890914034,0.59386776778847,24.9986190795898,3.4331469917398e-08,-0.100655553862453,0.514033050058515,0.641659845976935,0.0001282845546432,-0.0168997444803897,0,24948804.2861978,3200.54624673591,0.619322794055891,0.0180223738748401,7795.17068739185,0.0042589043656836,0.73801697306335,24.9986190795898,5.50148117232983e-08,-0.20847937092185,1.37252703731338,0.86294508131171,0.0001057815527853,-0.030756361047149,0,34922999.0750145,3694.2090700755,0.453041501113389,0.0533545208477763,9453.44413717785,0.0060726085089612,-4.65273922064475,24.9986190795898,-1.76506453547563e-09,1.84006635844707,-0.0614466988149616,1.06812126082961,9.56857883133205e-05,-0.0337097122926006,0,44898694.2732558,4296.16695577525,0.339934059481819,0.0641681711765943,10450.8727746019,0.0088349048065779,4.63300996546944,24.9986190795898,1.44307179171602e-07,-2.35576777905226,6.47897884551912,1.32536846390798,8.52175977614354e-05,-0.0319177055690463,0,54874434.0719358,4676.26745012863,0.274610717370107,0.06267054434516,11734.6654478512,0.0090327891064946,-6.36713380373337,24.9986190795898,3.30176014602746e-07,3.95697581022978,18.1185578429277,,,,0,64851551.8539462,,,,,,
332.8703444,0.237250678204371,0.0003392057924452,-0.0039380593099748,0,4998264.66631232,1695.44032698732,1.44729601894911,-0.0382962147859828,2948.06286411382,0.0058393135173423,-0.990101509541273,25.0147361755371,-4.11713536787456e-08,0.0559379383921623,-0.205766345580969,0.412909746074547,0.00016385284392,-0.007493343648443,0,14973128.8743997,2453.38974845138,0.969420086972277,-0.0028803612838116,6103.03718919954,0.0044228171113167,2.85072732493281,25.0147361755371,6.06445493887115e-08,-0.483174122869968,0.907959513374863,0.641786926542843,0.000128173636783,-0.0167588450249638,0,24948804.3990125,3197.77899321152,0.619215921716459,0.0182412028260758,7801.9164088499,0.0041471676013218,0.338653006777167,25.0147361755371,-5.59030484080503e-08,-0.0956646911799908,-1.39472648707988,0.863195815538615,0.0001058371401073,-0.0305108803841565,0,34922997.5903194,3696.15018893554,0.453045062000314,0.0531972625630338,9448.47904039769,0.0061612722692252,-0.898581650108099,25.0147361755371,5.38222574969076e-08,0.35537127405405,1.87967216122252,1.06848461210768,9.5414017812418e-05,-0.0335790957629883,0,44898695.3459912,4283.96491749674,0.339264995644757,0.0646478038842445,10480.6402971729,0.0104362943087165,2.52329688221216,25.0147361755371,-1.27463321730897e-07,-1.28303231298923,-5.72305943299125,1.32558381159539,8.46917516901308e-05,-0.0326302009373647,0,54874433.9526491,4647.41193445424,0.274236883493518,0.0632577166875481,11807.5252907602,0.0087966128841045,-6.17519057352434,25.0147361755371,-1.95670056701876e-07,3.83768905699253,-10.7369578314683,,,,0,64851606.0856781,,,,,,
337.9118274,0.237172446310625,0.0003391682913287,-0.0038139630824343,0,4998264.54549755,1695.25284550548,1.44727035700944,-0.038190094895927,2948.38882515321,0.005401403803305,1.14831996057183,24.9987545013428,-7.86724701285543e-08,-0.0648768339306116,-0.393247827419373,0.412947441565272,0.000163836548116,-0.0075338326308352,0,14973129.0622951,2453.14578006277,0.969271994933636,-0.0027694413789166,6103.64422040665,0.0043961000914588,1.74214449524879,24.9987545013428,4.4348745432721e-08,-0.29527872800827,0.663991124762561,0.641585761844266,0.0001282468467214,-0.0175204377144755,0,24948805.1230746,3199.60558650229,0.619212560129116,0.018121208020896,7797.46267112498,0.0041467752855044,-2.22452685378492,24.9987545013428,1.73068899472892e-08,0.628397416323423,0.431866803693538,0.863250665306254,0.000105868860824,-0.0302207968773923,0,34922997.2122172,3697.2579314191,0.453251864126133,0.0532192730206777,9445.64806134932,0.0054465564243446,0.0574767842888832,24.9987545013428,8.55429741949265e-08,-0.0227309316396713,2.98741464478098,1.06854612045239,9.55934196257576e-05,-0.0342732432049864,0,44898696.3957371,4292.01992520719,0.339242291018927,0.064810068663312,10460.9710994223,0.0099849197615187,0.458796695371469,24.9987545013428,5.19384916086078e-08,-0.233286455273628,2.3319482774541,1.32572658095653,8.49755026474826e-05,-0.0295775194825114,0,54874429.1523351,4662.98219971335,0.274611339029702,0.0632456844405244,11768.0974968569,0.0080587007349316,1.54895097552375,24.9987545013428,8.80809006499383e-08,-0.962624900043011,4.83330742764338,,,,0,64851573.799816,,,,,,
342.9657495,0.236981180732578,0.0003392712387409,-0.0039096499205961,0,4998264.61934657,1695.76742896066,1.4473816829286,-0.0384316165202311,2947.49417519478,0.005736497801073,-0.158807669766247,24.9958419799805,2.4274942046884e-08,0.0089721847325563,0.121335627756025,0.41295030723113,0.0001638163366038,-0.0075894579013797,0,14973129.0761026,2452.84315274334,0.969201219958145,-0.0027287003655469,6104.39728253971,0.0043790067419398,1.66067999377847,24.9958419799805,2.41372331920395e-08,-0.281471185386181,0.361363805339806,0.641395103918612,0.0001282015187564,-0.0172273105920275,0,24948804.6484095,3198.47464708304,0.619342947875316,0.0181846243028552,7800.21960504282,0.0037806493382921,-0.544212552309036,24.9958419799805,-2.80210750953707e-08,0.153732359409332,-0.699072615562727,0.863004855562349,0.0001057696660568,-0.0291098831937033,0,34922994.7844851,3693.79349606108,0.453184011895963,0.0533890937789213,9454.50654502629,0.0056247211898682,6.19617092811635,24.9958419799805,-1.36517929822457e-08,-2.45046307891607,-0.477020713232378,1.06865279159232,9.5567729180349e-05,-0.030872815864364,0,44898689.6710009,4290.86581503075,0.339499811672201,0.0647051162333438,10463.7832098413,0.0083955356916016,13.6841111610333,24.9958419799805,2.62480462000106e-08,-6.95802262425423,1.17783810101719,1.32587659759254,8.47172068505629e-05,-0.0313121751185564,0,54874432.4409402,4648.80864390637,0.274232032316692,0.0637808092757029,11803.9774583687,0.0085287481513339,-3.74271350083026,24.9958419799805,-1.70214896269731e-07,2.32598014175892,-9.34024837933794,,,,0,64851572.8153621,,,,,,
348.0023226,0.237358850018464,0.00033929633375,-0.0038949865639726,0,4998264.6528766,1695.89287183369,1.44733185378109,-0.0384363834584361,2947.27617285885,0.0056722072897348,-0.752289207838476,25.0002403259277,4.93699512082437e-08,0.0425022151321173,0.246778500785922,0.41291088738679,0.0001637998927984,-0.0075024284002221,0,14973128.9622808,2452.59691887922,0.969202435351159,-0.0027001382041602,6105.01010052772,0.0046874400935481,2.33222866244614,25.0002403259277,7.693427834251991e-09,-0.395292993634939,0.1151299412154,0.641536340691035,0.0001281895706725,-0.0174827680304195,0,24948805.0315616,3198.17660578972,0.619063479292003,0.0183572068823257,7800.94663515339,0.0040179240795586,-1.90057088501751,25.0002403259277,-3.99691589261981e-08,0.536884430795908,-0.997113908881602,0.863111948725754,0.0001059845631264,-0.030249322821217,0,34922997.8629941,3701.29867157669,0.45325506031254,0.0530970871244831,9435.33634050601,0.0064604653035405,-1.58805916767035,25.0002403259277,2.01245276626965e-07,0.628045998513699,7.02815480237086,1.0683324927583,9.57364322033117e-05,-0.034372876043082,0,44898695.6327624,4298.44093046309,0.339439126244731,0.0646514199548784,10445.3443374236,0.0105626890531414,1.95931360895435,25.0002403259277,1.94951069162761e-07,-0.996261157095432,8.75295353335423,1.3259426231483,8.49236073314667e-05,-0.030724432782902,0,54874430.0716134,4660.13455193972,0.274673065217077,0.0635880800833503,11775.2887733193,0.0073123938209568,0.0697486899115822,25.0002403259277,3.61855846340431e-08,-0.043346643447876,1.98565965401667,,,,0,64851526.7277186,,,,,,
