Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min].1,Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].1,Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min].2,Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].2,Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min].3,Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].3,Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min].4,Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].4,Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min].5,Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].5,Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min].6,Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius].6,Channel A 13. Dissipation Variation [ ],Channel A 13. Overtone Variation [Hz],Channel A 13. FWHM Variation [Hz]
640.5215487,0.235914174,0.00033953,-0.003962216,0,4998262.582,1697.060659,1.44643529,-0.038155726,2945.246862,0.005400084,35.89528414,24.99830437,2.83E-07,-2.027982155,1.414566073,0.412507251,0.000163988,-0.007487618,0,14973121.72,2455.411591,0.967903695,-0.00312125,6098.008893,0.004307324,45.0738504,24.99830437,1.96E-07,-7.639635662,2.92980218,0.641463327,0.000128208,-0.016914263,0,24948789.27,3198.63273,0.618115815,0.017850006,7799.829295,0.003855887,53.88474712,24.99830437,-2.16E-08,-15.22167998,-0.540989499,0.863368665,0.000106057,-0.030818563,0,34922975.05,3703.826547,0.452353285,0.052108058,9428.890528,0.006211221,56.10831015,24.99830437,2.74E-07,-22.18972718,9.556030261,1.068520652,9.57E-05,-0.034636937,0,44898666.82,4298.190509,0.338670114,0.063262989,10445.9462,0.009296944,58.6154075,24.99830437,1.89E-07,-29.80444449,8.502532187,1.325499836,8.49E-05,-0.031036299,0,54874389.42,4660.571882,0.273720037,0.061222014,11774.1751,0.00761401,65.48193687,24.99830437,4.42E-08,-40.69498902,2.422989586,,,,0,64851535.55,,,,,,,24.99830437,,,
645.5674279,0.235738104,0.000339839,-0.003873253,0,4998259.36,1698.602454,1.445099945,-0.038058904,2942.571611,0.005836364,92.936586,25.0058403,5.92E-07,-5.250654576,2.956360764,0.412541394,0.00016422,-0.007493627,0,14973111.93,2458.884087,0.966987059,-0.003226966,6089.393154,0.00439535,102.8513851,25.0058403,4.28E-07,-17.43243816,6.402297949,0.641533232,0.00012849,-0.017139709,0,24948777.68,3205.679968,0.617663014,0.017590014,7782.678847,0.00432762,94.94122118,25.0058403,2.61E-07,-26.819554,6.506247859,0.863004494,0.000106133,-0.029475431,0,34922956.36,3706.477714,0.451553423,0.052178467,9422.141196,0.005746581,103.3517305,25.0058403,3.50E-07,-40.87356573,12.20719726,1.068029073,9.62E-05,-0.032380621,0,44898634.51,4319.53127,0.337680969,0.062866452,10394.33024,0.00843979,122.1704065,25.0058403,6.65E-07,-62.12054569,29.84329298,1.325630365,8.51E-05,-0.02934272,0,54874338.83,4672.361761,0.273054915,0.061201071,11744.45423,0.008467446,146.8905758,25.0058403,2.59E-07,-91.28792846,14.21286875,,,,0,64851431.18,,,,,,,25.0058403,,,
650.6199585,0.235820894,0.000340066,-0.003835876,0,4998256.809,1699.73969,1.443971795,-0.038053803,2940.601339,0.006196589,138.0832773,25.00211906,8.20E-07,-7.801315102,4.093596639,0.412503012,0.000164412,-0.007540563,0,14973103.65,2461.755812,0.965564945,-0.003188857,6082.286301,0.004569604,151.669889,25.00211906,6.20E-07,-25.70676085,9.274022867,0.641313761,0.000128598,-0.016904717,0,24948760.72,3208.351684,0.616693012,0.017549433,7776.192631,0.003899012,154.9551037,25.00211906,3.68E-07,-43.77262816,9.177964104,0.863010072,0.00010618,-0.030196439,0,34922923.64,3708.129561,0.450663634,0.052327296,9417.935124,0.005886059,186.1026834,25.00211906,3.97E-07,-73.59993127,13.85904402,1.06812137,9.60E-05,-0.032323372,0,44898579.87,4312.390998,0.33708392,0.06317905,10411.52806,0.010189675,229.6245818,25.00211906,5.06E-07,-116.758262,22.70302123,1.325297424,8.55E-05,-0.0298202,0,54874273.18,4692.706477,0.27196713,0.061420759,11693.52344,0.007690069,252.5279107,25.00211906,6.30E-07,-156.9382496,34.55758498,,,,0,64851338.48,,,,,,,25.00211906,,,
655.6523216,0.235730566,0.000340889,-0.003869782,0,4998247.689,1703.845339,1.439302758,-0.037891099,2933.510205,0.005810773,299.5017429,25.00582886,1.64E-06,-16.92100242,8.199245682,0.412454338,0.00016527,-0.007190438,0,14973066.37,2474.591482,0.959532985,-0.0032065,6050.722503,0.004629056,371.6513523,25.00582886,1.48E-06,-62.99175462,22.10969321,0.641486109,0.000129663,-0.01612873,0,24948687.7,3234.912889,0.611563843,0.017373173,7712.32134,0.004321995,413.4356789,25.00582886,1.43E-06,-116.7897398,35.73916895,0.863199484,0.000107294,-0.029587108,0,34922815.31,3746.995323,0.445386628,0.052335364,9320.218549,0.005619346,460.009093,25.00582886,1.51E-06,-181.9245,52.72480595,1.068581077,9.70E-05,-0.032295963,0,44898439.2,4355.278728,0.332411113,0.063577221,10308.97033,0.009909029,506.2785251,25.00582886,1.46E-06,-257.4297585,65.59075066,1.326047387,8.66E-05,-0.029533672,0,54874086.65,4752.166445,0.266940441,0.06158433,11547.1727,0.008638992,552.6661706,25.00582886,1.71E-06,-343.4648518,94.01755297,,,,0,64851145.34,,,,,,,25.00582886,,,
660.6923542,0.235773092,0.000343359,-0.003667455,0,4998229.011,1716.185444,1.429978961,-0.038048028,2912.406132,0.005714444,630.1097844,25.00516701,4.11E-06,-35.59942285,20.53935076,0.412409806,0.000167256,-0.007410268,0,14973011.83,2504.327135,0.948986886,-0.003301714,5978.856206,0.004399994,693.3869296,25.00516701,3.46E-06,-117.5232084,51.84534632,0.641104115,0.000131259,-0.01649307,0,24948608.94,3274.717023,0.603956705,0.017632409,7618.554143,0.004174794,692.2637835,25.00516701,3.03E-06,-195.5547411,75.54330307,0.863256873,0.000108827,-0.03053156,0,34922716.94,3800.524842,0.439991555,0.052180506,9188.919529,0.005523771,708.740649,25.00516701,3.04E-06,-280.292912,106.2543254,1.068000214,9.85E-05,-0.03410353,0,44898323.17,4421.883099,0.328283264,0.063397294,10153.6658,0.010098017,734.459651,25.00516701,2.95E-06,-373.4540598,132.1951221,1.325776505,8.76E-05,-0.027036701,0,54873941.78,4806.659327,0.26372431,0.062161372,11416.23278,0.007184133,785.7736511,25.00516701,2.71E-06,-488.3339074,148.5104352,,,,0,64850995.25,,,,,,,25.00516701,,,
665.7406807,0.236058973,0.000345233,-0.003818231,0,4998215.974,1725.551369,1.421559355,-0.037879374,2896.590657,0.006333272,860.864479,24.99778748,5.99E-06,-48.63641124,29.90527589,0.412647833,0.000168604,-0.007446075,0,14972983.71,2524.504006,0.941674297,-0.003300577,5931.059595,0.004575709,859.3306808,24.99778748,4.81E-06,-145.6492679,72.02221739,0.641352587,0.000132215,-0.016384193,0,24948566.99,3298.583475,0.599501031,0.017583038,7563.418413,0.003903518,840.7666996,24.99778748,3.99E-06,-237.5047174,99.40975487,0.863383884,0.000109615,-0.0293324,0,34922658.71,3828.032276,0.437070892,0.052168787,9122.874676,0.005963367,855.9918234,24.99778748,3.83E-06,-338.5278398,133.761759,1.0678722,9.90E-05,-0.033162546,0,44898259.2,4446.510249,0.326654292,0.063493172,10097.41498,0.010651308,860.2709243,24.99778748,3.49E-06,-437.4258937,156.8222721,1.32532394,8.87E-05,-0.026651369,0,54873894.82,4867.130977,0.263498687,0.061213611,11274.38219,0.008290808,861.3343802,24.99778748,3.81E-06,-535.2925527,208.9820848,,,,0,64850968.68,,,,,,,24.99778748,,,
670.7788131,0.235673006,0.000346635,-0.003786646,0,4998207.554,1732.554648,1.415678662,-0.037907557,2884.877288,0.005478168,1009.902155,24.98845673,7.39E-06,-57.05661893,36.90855464,0.412506872,0.000169163,-0.007441655,0,14972965.77,2532.877241,0.937624431,-0.002997947,5911.445502,0.004455475,965.138394,24.98845673,5.37E-06,-163.5827786,80.39545225,0.641340882,0.00013276,-0.016501279,0,24948543.85,3312.174524,0.597590317,0.017699506,7532.375987,0.003687205,922.6993662,24.98845673,4.53E-06,-260.6495385,113.0008039,0.863582634,0.000109724,-0.02905279,0,34922640.57,3831.853985,0.436113409,0.052681228,9113.77122,0.005543112,901.8571705,24.98845673,3.94E-06,-356.6666776,137.5834682,1.067773012,9.92E-05,-0.033418907,0,44898246.78,4455.655484,0.326324843,0.063747978,10076.68724,0.00969981,884.706637,24.98845673,3.70E-06,-449.8508324,165.9675072,1.325204497,8.86E-05,-0.02744846,0,54873879.79,4864.390877,0.262973358,0.061968073,11280.72994,0.007444194,885.5298458,24.98845673,3.76E-06,-550.3292827,206.2419846,,,,0,64850850.75,,,,,,,24.98845673,,,
675.8137448,0.235578726,0.000347489,-0.003913174,0,4998203.326,1736.818427,1.413163772,-0.038105872,2877.792663,0.005596981,1084.74079,24.99866486,8.24E-06,-61.28479038,41.1723333,0.41252265,0.000169527,-0.007614329,0,14972961.55,2538.326235,0.936678833,-0.003080123,5898.753813,0.003845571,990.0367158,24.99866486,5.74E-06,-167.8028332,85.84444573,0.641403318,0.000132847,-0.017277571,0,24948540.83,3314.32641,0.597187095,0.017737233,7527.484545,0.004288742,933.3800492,24.99866486,4.62E-06,-263.6666806,115.1526901,0.863078264,0.00010993,-0.030603796,0,34922633.72,3839.050715,0.435601782,0.052507044,9096.684653,0.006021496,919.1700474,24.99866486,4.15E-06,-363.5135781,144.7801983,1.067859219,9.94E-05,-0.032545515,0,44898225.75,4462.298553,0.325948709,0.063438964,10061.68127,0.009404128,926.0672294,24.99866486,3.85E-06,-470.8816421,172.6105757,1.325373155,8.84E-05,-0.029029177,0,54873847.07,4851.520926,0.26208625,0.062091716,11310.64833,0.008220383,938.1723597,24.99866486,3.52E-06,-583.0449693,193.3720334,,,,0,64850819.78,,,,,,,24.99866486,,,
680.8537186,0.235685511,0.00034775,-0.004007416,0,4998201.507,1738.126753,1.411804331,-0.03807514,2875.625439,0.0053026,1116.925648,25.00728607,8.50E-06,-63.10314393,42.48065976,0.412393312,0.00016965,-0.007823291,0,14972957.81,2540.156763,0.936082306,-0.003312702,5894.501484,0.004376217,1012.139368,25.00728607,5.86E-06,-171.5490454,87.67497407,0.641360569,0.000132874,-0.016964579,0,24948529.92,3315.022932,0.596547315,0.017781399,7525.899649,0.004540846,972.0017415,25.00728607,4.64E-06,-274.5767631,115.8492119,0.863185534,0.000110168,-0.028971071,0,34922612.68,3847.343472,0.43539105,0.052216678,9077.071732,0.006202732,972.3858844,25.00728607,4.38E-06,-384.5593893,153.0729554,1.068091509,9.95E-05,-0.034383377,0,44898210.48,4467.390443,0.325571027,0.063751088,10050.20964,0.010065066,956.0973347,25.00728607,3.96E-06,-486.1511872,177.7024661,1.325464888,8.86E-05,-0.026810915,0,54873845.76,4860.975478,0.26260035,0.062149565,11288.64896,0.00843295,940.2841271,25.00728607,3.70E-06,-584.3573671,202.8265853,,,,0,64850928.5,,,,,,,25.00728607,,,
685.8914063,0.235662848,0.000347922,-0.003805736,0,4998199.008,1738.981243,1.410535345,-0.037859404,2874.210995,0.005367704,1161.161292,24.99633408,8.67E-06,-65.60233286,43.33514952,0.412468454,0.000169618,-0.007505086,0,14972951.05,2539.682792,0.935276132,-0.002992096,5895.598889,0.004850606,1052.038764,24.99633408,5.83E-06,-178.311655,87.20100286,0.641473757,0.000132957,-0.016823482,0,24948523.29,3317.092014,0.596353027,0.017938162,7521.203265,0.004059598,995.4672794,24.99633408,4.73E-06,-281.2054462,117.9182947,0.863191761,0.000110215,-0.029865009,0,34922617.41,3848.996664,0.435391316,0.052368037,9073.174247,0.006319384,960.4135696,24.99633408,4.43E-06,-379.8245756,154.7261475,1.068184113,9.93E-05,-0.034487553,0,44898220.04,4456.804049,0.325376664,0.064050405,10074.08438,0.009684971,937.2821548,24.99633408,3.72E-06,-476.5841465,167.1160717,1.324837514,8.87E-05,-0.026034206,0,54873839.99,4866.192337,0.262180289,0.062168079,11276.54564,0.009309935,949.5649105,24.99633408,3.79E-06,-590.1250856,208.0434447,,,,0,64850856.74,,,,,,,24.99633408,,,
690.9354852,0.235785947,0.000348075,-0.003822406,0,4998198.158,1739.750175,1.41065364,-0.038025631,2872.940167,0.005653199,1176.215484,24.99970818,8.83E-06,-66.45285221,44.10408129,0.412265676,0.000169668,-0.00781116,0,14972952.8,2540.431218,0.93545842,-0.002941009,5893.862703,0.004583789,1041.668073,24.99970818,5.88E-06,-176.5539108,87.94942896,0.641234781,0.000132979,-0.016896677,0,24948526.06,3317.638099,0.596395715,0.017740858,7519.966109,0.003856216,985.6481193,24.99970818,4.75E-06,-278.4316721,118.4643789,0.86343302,0.000110084,-0.030011296,0,34922614.4,3844.434596,0.435184987,0.052385569,9083.940313,0.005916707,968.0130112,24.99970818,4.30E-06,-382.8300044,150.164079,1.067387654,9.95E-05,-0.032957359,0,44898205.02,4466.746471,0.325330914,0.063569516,10051.65736,0.009578157,966.8257306,24.99970818,3.94E-06,-491.6063037,177.0584945,1.325532266,8.88E-05,-0.027680825,0,54873821.3,4871.536141,0.262421612,0.061594692,11264.17206,0.009231045,979.6325209,24.99970818,3.89E-06,-608.8111712,213.3872489,,,,0,64850774.14,,,,,,,24.99970818,,,
695.9790694,0.235542989,0.000348118,-0.003780053,0,4998197.703,1739.960261,1.410492309,-0.038096495,2872.593022,0.005773085,1184.252262,25.00372696,8.87E-06,-66.90690744,44.3141674,0.412396172,0.000169725,-0.007270039,0,14972950.61,2541.278906,0.935057373,-0.003114954,5891.895839,0.004805724,1054.586027,25.00372696,5.93E-06,-178.7433944,88.79711722,0.64113959,0.000132997,-0.016697638,0,24948519.3,3318.066305,0.595897703,0.017632055,7518.993595,0.003856229,1009.604663,25.00372696,4.77E-06,-285.1990572,118.8925852,0.863162578,0.000110119,-0.029162795,0,34922599.77,3845.637947,0.434605219,0.052238863,9081.094021,0.005643204,1005.031027,25.00372696,4.34E-06,-397.4698975,151.3674299,1.067718692,9.95E-05,-0.033584633,0,44898197.63,4466.634692,0.325074614,0.063418952,10051.90725,0.010079384,981.3702125,25.00372696,3.94E-06,-499.001803,176.9467148,1.325187861,8.87E-05,-0.027856981,0,54873833.98,4868.071055,0.262482892,0.061307888,11272.19249,0.008054166,959.2329578,25.00372696,3.83E-06,-596.1334766,209.9221627,,,,0,64850871,,,,,,,25.00372696,,,
701.0091444,0.235523689,0.000348147,-0.004036706,0,4998196.688,1740.10543,1.409962061,-0.03801517,2872.352791,0.00597667,1202.231843,25.00063133,8.90E-06,-67.92270301,44.45933649,0.412109587,0.000169813,-0.007528063,0,14972946.71,2542.600155,0.934739942,-0.00312534,5888.83261,0.004505322,1077.625661,25.00063133,6.02E-06,-182.6484171,90.11836634,0.641192692,0.000133123,-0.016676393,0,24948517.77,3321.214224,0.596262288,0.017531258,7511.866471,0.003718149,1014.991106,25.00063133,4.89E-06,-286.7206513,122.0405046,0.862862253,0.000110183,-0.030187154,0,34922609.08,3847.868017,0.435094712,0.052175314,9075.833403,0.005980634,981.4803503,25.00063133,4.40E-06,-388.1560707,153.5975001,1.068072708,9.93E-05,-0.031619607,0,44898206.41,4459.82093,0.325664623,0.063389641,10067.26663,0.008951113,964.1002419,25.00063133,3.79E-06,-490.220462,170.1329532,1.325412485,8.85E-05,-0.02594011,0,54873831.25,4857.773135,0.262371561,0.061604072,11296.08768,0.007849961,963.631767,25.00063133,3.64E-06,-598.8671998,199.6242428,,,,0,64850885.52,,,,,,,25.00063133,,,
706.0691878,0.235472788,0.000347969,-0.003822874,0,4998198.353,1739.21979,1.411208566,-0.038055958,2873.816398,0.00542926,1172.758639,24.99419403,8.72E-06,-66.25755021,43.57369692,0.412507471,0.000169629,-0.007790286,0,14972957.08,2539.841183,0.935969938,-0.003096479,5895.2336,0.004125459,1016.433414,24.99419403,5.84E-06,-172.2768498,87.35939399,0.641140553,0.00013296,-0.017372184,0,24948536.26,3317.1519,0.596684537,0.017627903,7521.071392,0.004432434,949.558878,24.99419403,4.73E-06,-268.2369712,117.9781801,0.86300896,0.000110014,-0.029771436,0,34922635.78,3841.965548,0.435987365,0.052096744,9089.783691,0.006121986,913.9599711,24.99419403,4.23E-06,-361.4530959,147.6950314,1.067813368,9.94E-05,-0.032285124,0,44898246.39,4461.064634,0.326429826,0.063058159,10064.46893,0.009397164,885.4763812,24.99419403,3.82E-06,-450.2422277,171.3766566,1.325048071,8.86E-05,-0.027747593,0,54873895.93,4860.480519,0.263138051,0.061370715,11289.80884,0.00694905,859.5589447,24.99419403,3.69E-06,-534.1891747,202.3316271,,,,0,64851013.86,,,,,,,24.99419403,,,
711.1291677,0.235657805,0.000347398,-0.003595724,0,4998203.19,1736.366406,1.413118787,-0.037907667,2878.541748,0.005913999,1087.14925,25.00446701,8.15E-06,-61.42086156,40.72031279,0.412534749,0.000169345,-0.007500709,0,14972972.12,2535.602497,0.937505076,-0.003149563,5905.094407,0.004882758,927.6830616,25.00446701,5.55E-06,-157.2344172,83.12070807,0.641313339,0.000132808,-0.016497398,0,24948558.58,3313.37369,0.597616132,0.017537774,7529.65434,0.004123436,870.5345844,25.00446701,4.58E-06,-245.9137244,114.1999699,0.862921686,0.000109902,-0.029047685,0,34922665.09,3838.066826,0.436811219,0.051941735,9099.024762,0.005866007,839.8551721,25.00446701,4.12E-06,-332.1461133,143.7963095,1.06805121,9.91E-05,-0.032289693,0,44898280.7,4450.060389,0.32758833,0.062905132,10089.36436,0.010344465,817.9952882,25.00446701,3.57E-06,-415.9298076,160.3724117,1.324929053,8.85E-05,-0.029048243,0,54873936.32,4856.940065,0.263227247,0.061384468,11298.04683,0.007700651,794.5628093,25.00446701,3.62E-06,-493.7960962,198.7911726,,,,0,64850993.12,,,,,,,25.00446701,,,
716.174115,0.235562668,0.000347129,-0.003878891,0,4998205.531,1735.021832,1.414149591,-0.037835738,2880.773854,0.005834564,1045.713757,25.01026154,7.88E-06,-59.07987326,39.37573911,0.412289602,0.000169197,-0.007651112,0,14972979.39,2533.38173,0.938590817,-0.003293233,5910.27369,0.004083488,884.8220819,25.01026154,5.40E-06,-149.9698444,80.89994141,0.641291496,0.000132689,-0.017419859,0,24948571.17,3310.392832,0.597975773,0.017513079,7536.438252,0.003668919,825.9696305,25.01026154,4.46E-06,-233.3247544,111.2191126,0.863303835,0.000109735,-0.030503329,0,34922682.2,3832.225338,0.437222896,0.05194748,9112.898934,0.005716497,796.587538,25.01026154,3.95E-06,-315.0346196,137.9548214,1.068108772,9.89E-05,-0.032199122,0,44898295.28,4440.770668,0.326856519,0.063464468,10110.47375,0.010130088,789.3131559,25.01026154,3.37E-06,-401.3456725,151.082691,1.325197463,8.86E-05,-0.029834729,0,54873958.71,4859.931976,0.263941077,0.060926903,11291.09604,0.008102486,758.5393096,25.01026154,3.68E-06,-471.4086105,201.7830838,,,,0,64850984.34,,,,,,,25.01026154,,,
721.2201756,0.235436912,0.000346988,-0.003958675,0,4998206.893,1734.318094,1.414831374,-0.037926441,2881.943578,0.005395051,1021.596301,24.99968719,7.74E-06,-57.71730514,38.67200069,0.412338083,0.00016908,-0.00756345,0,14972983.33,2531.630299,0.939282769,-0.003272024,5914.36409,0.004355785,861.5612651,24.99968719,5.29E-06,-146.0273331,79.1485101,0.641372867,0.000132542,-0.016977577,0,24948576.53,3306.738822,0.598098652,0.017708987,7544.767784,0.004671448,806.9899427,24.99968719,4.31E-06,-227.9632606,107.565102,0.8630772,0.000109646,-0.029175879,0,34922688.84,3829.12306,0.437502137,0.051925989,9120.283753,0.005203423,779.8083583,24.99968719,3.86E-06,-308.3987858,134.8525437,1.067971671,9.91E-05,-0.031647565,0,44898307.09,4449.877495,0.327601058,0.06271977,10089.78498,0.009839517,766.0887396,24.99968719,3.57E-06,-389.5366473,160.189518,1.324846757,8.83E-05,-0.031234728,0,54873974.35,4842.850602,0.264126985,0.061028297,11330.92446,0.008688334,733.3729391,24.99968719,3.37E-06,-455.7684932,184.7017098,,,,0,64850885.66,,,,,,,24.99968719,,,
726.2743136,0.235428027,0.000346917,-0.003909273,0,4998207.672,1733.961553,1.415167834,-0.03794995,2882.536619,0.005261132,1007.809898,24.99977684,7.67E-06,-56.93841231,38.31545923,0.412652466,0.000169005,-0.007466071,0,14972985.86,2530.51274,0.939515447,-0.003217052,5916.977069,0.00406178,846.653327,24.99977684,5.21E-06,-143.5005639,78.03095139,0.641216029,0.000132572,-0.016980583,0,24948581.49,3307.482806,0.598423328,0.017543628,7543.072165,0.004170859,789.4434798,24.99977684,4.34E-06,-223.0066327,108.3090859,0.863331902,0.000109626,-0.030931199,0,34922698.38,3828.43799,0.437567976,0.051975089,9121.918254,0.005423784,755.6655762,24.99977684,3.84E-06,-298.8507928,134.1674733,1.068151501,9.90E-05,-0.033033047,0,44898316.17,4446.324729,0.327663982,0.062883035,10097.8491,0.009452027,748.2376341,24.99977684,3.49E-06,-380.459814,156.6367516,1.325282935,8.84E-05,-0.029204317,0,54873978.9,4852.766147,0.264302891,0.060832633,11307.77318,0.008125669,726.0512086,24.99977684,3.55E-06,-451.2182653,194.6172546,,,,0,64851061.6,,,,,,,24.99977684,,,
731.3169048,0.235467877,0.000346879,-0.003938523,0,4998208.503,1733.773395,1.415711458,-0.038081014,2882.849926,0.005530053,993.097192,25.00254631,7.63E-06,-56.10718599,38.1273017,0.412330169,0.000168941,-0.007537961,0,14972988.34,2529.554444,0.939909246,-0.003255621,5919.219637,0.004489748,831.9993294,25.00254631,5.15E-06,-141.0168355,77.07265541,0.641224524,0.000132575,-0.016940796,0,24948584.98,3307.567422,0.598565162,0.017472182,7542.880248,0.004473001,777.0985932,25.00254631,4.35E-06,-219.5193766,108.3937022,0.86318159,0.000109545,-0.029603538,0,34922699.83,3825.613366,0.437419298,0.052251742,9128.653759,0.005887784,752.0072976,25.00254631,3.76E-06,-297.404016,131.342849,1.068227439,9.86E-05,-0.03156852,0,44898318.57,4426.928582,0.328064085,0.06318857,10142.09237,0.009043074,743.507356,25.00254631,3.06E-06,-378.0545878,137.2406048,1.325318786,8.83E-05,-0.029126283,0,54873987.02,4847.165177,0.264177612,0.060955817,11320.84116,0.007835595,712.975403,25.00254631,3.45E-06,-443.0920584,189.0162843,,,,0,64851082.08,,,,,,,25.00254631,,,
736.3649978,0.235425674,0.000346764,-0.003928612,0,4998209.028,1733.201171,1.415758676,-0.037897534,2883.802015,0.005230719,983.802103,24.99370575,7.52E-06,-55.58203972,37.55507729,0.412372807,0.000168884,-0.007902403,0,14972990.05,2528.704918,0.940002648,-0.003177624,5921.208891,0.004533731,821.9430378,24.99370575,5.09E-06,-139.3123793,76.22312922,0.64139576,0.000132561,-0.016358648,0,24948586.43,3307.211944,0.598599648,0.017430667,7543.691437,0.004155353,771.9625217,24.99370575,4.33E-06,-218.0685089,108.0382246,0.862918735,0.000109604,-0.02962507,0,34922704.67,3827.664887,0.43777249,0.051850965,9123.762318,0.005621345,739.7821877,24.99370575,3.82E-06,-292.5692268,133.3943704,1.067795247,9.90E-05,-0.03339383,0,44898325.83,4443.432349,0.327956076,0.062644432,10104.42431,0.009747907,729.2408864,24.99370575,3.43E-06,-370.8004507,153.7443717,1.325076566,8.81E-05,-0.030018353,0,54873993.74,4832.002644,0.263914836,0.061008664,11356.36666,0.007488992,702.1747985,24.99370575,3.17E-06,-436.3798183,173.8537512,,,,0,64851110.16,,,,,,,24.99370575,,,
741.4130716,0.235513939,0.000346746,-0.003919383,0,4998209.484,1733.111045,1.415817752,-0.037859645,2883.952242,0.005689945,975.7315667,25.00355148,7.50E-06,-55.12607721,37.46495183,0.412458765,0.000168876,-0.007564695,0,14972991.34,2528.571441,0.940347832,-0.003316742,5921.521968,0.004457148,814.3318455,25.00355148,5.08E-06,-138.0223467,76.08965208,0.641313914,0.000132453,-0.016693589,0,24948589.34,3304.506038,0.598586776,0.017619408,7549.869497,0.003910329,761.6504127,25.00355148,4.22E-06,-215.1554838,105.3323184,0.863376606,0.000109553,-0.029882024,0,34922707.66,3825.892548,0.437876829,0.051741507,9127.98967,0.006099423,732.2085748,25.00355148,3.77E-06,-289.5740126,131.6220316,1.068135249,9.87E-05,-0.031467186,0,44898326.96,4430.949549,0.327767489,0.063014356,10132.89058,0.010076285,727.0119066,25.00355148,3.15E-06,-369.6670711,141.2615721,1.325112424,8.81E-05,-0.028841446,0,54873998.9,4835.924896,0.264048868,0.060825785,11347.15697,0.008276285,693.8661819,25.00355148,3.24E-06,-431.2162712,177.7760034,,,,0,64851075.29,,,,,,,25.00355148,,,
