Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4,,,,,
12/6/2022,11:25:57,60.386,37.01,4961713.35,0.000677992,14869884.06,0.00207794,24778931.37,0.00210706,34686294.01,0.00153208,44594584.16,0.001506513,,,,,
12/6/2022,11:25:58,61.687,37.01,4961704.43,0.000684265,14869927.23,0.002163047,24778916.29,0.002097633,34686282.77,0.001540073,44594567.99,0.001521847,,,,,
12/6/2022,11:26:00,62.974,37.01,4961693.09,0.000700711,14869908.1,0.00217454,24778891.82,0.002106253,34686254.64,0.001578607,44594534.16,0.001580907,,,,,
12/6/2022,11:26:01,64.244,37.01,4961679.13,0.000720475,14869907.04,0.00221994,24778863.3,0.002134953,34686223.67,0.001642207,44594497.64,0.00167152,,,,,
12/6/2022,11:26:02,65.545,37,4961660.06,0.000742827,14869885.88,0.00226162,24778829.32,0.002174987,34686184.31,0.001717387,44594450.5,0.001774633,,,,,
12/6/2022,11:26:04,66.988,37,4961642.01,0.000766942,14869861.48,0.002306293,24778795.07,0.0022199,34686146.51,0.001804333,44594405.81,0.001884,,,,,
12/6/2022,11:26:05,68.1,37,4961622.99,0.000789898,14869837.75,0.00235048,24778759.13,0.002262833,34686106.37,0.001886273,44594357.37,0.00197406,,,,,
12/6/2022,11:26:06,69.403,37,4961603.66,0.000812894,14869813.22,0.00239376,24778722.65,0.002305813,34686065.71,0.001967647,44594311.46,0.00207288,,,,,
12/6/2022,11:26:07,70.704,37,4961584.32,0.000835845,14869788.14,0.002436807,24778687.32,0.002351693,34686024.24,0.00205052,44594263.02,0.002172393,,,,,
12/6/2022,11:26:09,72.006,37,4961565.05,0.000858785,14869779,0.002512373,24778649.49,0.0023982,34685982.31,0.00213288,44594216.52,0.002269033,,,,,
12/6/2022,11:26:10,73.464,36.99,4961545.74,0.000881767,14869752.79,0.002553913,24778615.07,0.00244966,34685939.78,0.00221624,44594166.89,0.00237002,,,,,
12/6/2022,11:26:11,74.734,36.99,4961526.29,0.000904717,14869662.4,0.002467773,24778574.72,0.002490787,34685896.59,0.002300247,44594114.47,0.0024722,,,,,
12/6/2022,11:26:12,75.8,36.99,4961506.87,0.000927724,14869636.23,0.00251126,24778543.57,0.002548907,34685849.85,0.002372853,44594065.26,0.0025651,,,,,
12/6/2022,11:26:14,77.133,36.99,4961487.37,0.000950755,14869610.11,0.002554227,24778516.43,0.002617753,34685804.65,0.002452287,44594011.92,0.002666147,,,,,
12/6/2022,11:26:15,78.45,36.99,4961467.81,0.000973686,14869583.77,0.002597233,24778484.07,0.002675813,34685757.62,0.00252972,44593961.64,0.00275934,,,,,
12/6/2022,11:26:16,79.765,37,4961448.3,0.000996705,14869557.89,0.002641133,24778443.83,0.00271732,34685711.77,0.002610047,44593911.77,0.002861987,,,,,
12/6/2022,11:26:18,81.069,37,4961428.82,0.001019669,14869532.38,0.002685827,24778404.49,0.00276202,34685667.6,0.0026905,44593858.84,0.002963193,,,,,
12/6/2022,11:26:19,82.494,37,4961409.43,0.001042621,14869506.24,0.002729547,24778364.04,0.002804487,34685619.54,0.002769787,44593807.34,0.00306832,,,,,
12/6/2022,11:26:20,83.593,37,4961389.93,0.001065576,14869480.06,0.002771593,24778323.74,0.002848153,34685573.67,0.00285008,44593753.93,0.003174973,,,,,
12/6/2022,11:26:22,84.878,37,4961370.37,0.001088556,14869454.69,0.002816233,24778284.46,0.00289388,34685526.55,0.002930673,44593700.06,0.00326488,,,,,
12/6/2022,11:26:23,86.149,37,4961350.83,0.001111479,14869429.38,0.00286154,24778249.68,0.002947553,34685480.93,0.003011493,44593646,0.003365113,,,,,
12/6/2022,11:26:24,87.435,37,4961331.1,0.001134432,14869404.09,0.002906213,24778212.34,0.002994707,34685433.51,0.003092867,44593591.11,0.0034584,,,,,
12/6/2022,11:26:25,88.798,37,4961311.64,0.001157342,14869378.45,0.00295076,24778179.64,0.003052727,34685386.83,0.00317428,44593537.9,0.00354974,,,,,
12/6/2022,11:26:27,90.068,37,4961291.96,0.001180292,14869352.42,0.002994973,24778144.68,0.00310698,34685339.52,0.00325664,44593483.35,0.003645407,,,,,
12/6/2022,11:26:28,91.339,37,4961272.47,0.001203196,14869326.65,0.003039153,24778107.59,0.003158673,34685292.25,0.003339393,44593429.42,0.00374818,,,,,
12/6/2022,11:26:29,92.671,37,4961252.97,0.001226072,14869300.25,0.003082673,24778075.05,0.003218633,34685244.44,0.00342232,44593374.74,0.003853713,,,,,
12/6/2022,11:26:31,94.114,37,4961233.49,0.00124899,14869273.57,0.003126073,24778035.87,0.003264047,34685197.56,0.003505893,44593320.72,0.003940733,,,,,
12/6/2022,11:26:32,95.211,37,4961213.95,0.001271872,14869247.06,0.00316896,24777997.66,0.00331208,34685151.91,0.003591047,44593266.27,0.004038793,,,,,
12/6/2022,11:26:33,96.499,37,4961194.47,0.001294758,14869221.06,0.003212353,24777961.08,0.00335958,34685106.37,0.003674133,44593213.32,0.0041306,,,,,
12/6/2022,11:26:34,97.752,37,4961175.01,0.001317662,14869195.43,0.00325586,24777924.99,0.00340832,34685061.67,0.003758027,44593162.26,0.004234273,,,,,
12/6/2022,11:26:36,99.132,37,4961155.59,0.001340406,14869170.11,0.003299627,24777894.82,0.003467107,34685019.02,0.0038389,44593111.93,0.00434626,,,,,
12/6/2022,11:26:37,100.45,37,4961136.32,0.001363229,14869144.55,0.003342747,24777861.53,0.003517407,34684976.96,0.00392168,44593059.22,0.004456207,,,,,
12/6/2022,11:26:38,101.735,37,4961117.11,0.001386046,14869118.87,0.0033857,24777821.05,0.003553387,34684935.19,0.004005433,44593008.13,0.004550727,,,,,
12/6/2022,11:26:40,103.019,37,4961097.97,0.001408741,14869093.77,0.0034293,24777794.38,0.00361768,34684894.08,0.004086893,44592952.8,0.00465892,,,,,
12/6/2022,11:26:41,104.339,37,4961078.97,0.001431485,14869067.82,0.003470393,24777762.8,0.003670067,34684852.76,0.004169747,44592900.27,0.0047696,,,,,
12/6/2022,11:26:42,105.639,37,4961059.66,0.001454206,14869042.89,0.003513673,24777725.06,0.00371192,34684811.57,0.004251407,44592847.57,0.00487346,,,,,
12/6/2022,11:26:44,106.958,37,4961040.32,0.001476936,14869017.41,0.003555707,24777686.22,0.003754173,34684770.33,0.004329053,44592797.31,0.0049817,,,,,
12/6/2022,11:26:45,108.196,37,4961021.06,0.001499627,14868992.24,0.003598287,24777648.53,0.003793067,34684729.09,0.004407767,44592748.28,0.005082707,,,,,
12/6/2022,11:26:46,109.496,37,4961002.42,0.0015224,14868967.04,0.00364048,24777610.32,0.003834367,34684687.7,0.00448538,44592693.09,0.00517782,,,,,
12/6/2022,11:26:47,110.783,37,4960983.35,0.001544965,14868941.91,0.003682633,24777572.15,0.003875447,34684646.86,0.00456368,44592643.29,0.005268687,,,,,
12/6/2022,11:26:49,112.114,37,4960964.37,0.001567618,14868916.94,0.00372486,24777533.62,0.00391602,34684607.06,0.004643267,44592591.42,0.005358607,,,,,
12/6/2022,11:26:50,113.386,37,4960945.28,0.001590149,14868891.84,0.003766447,24777495.05,0.003956553,34684567.6,0.004724147,44592539.92,0.005449087,,,,,
12/6/2022,11:26:52,114.858,37,4960926.19,0.001612721,14868866.52,0.003807887,24777457.36,0.003997347,34684525.03,0.004806873,44592489.39,0.00554376,,,,,
12/6/2022,11:26:53,116.113,37,4960907.17,0.001635265,14868841.35,0.003849327,24777420.22,0.004038027,34684485.51,0.004887647,44592440.34,0.005650787,,,,,
12/6/2022,11:26:54,117.165,37,4960888.25,0.001657791,14868816.26,0.00389104,24777381.61,0.004078573,34684445.72,0.004972327,44592392.12,0.00576644,,,,,
12/6/2022,11:26:55,118.653,37,4960869.36,0.001680315,14868807.09,0.003964587,24777346.62,0.00412448,34684406.3,0.0050547,44592345.57,0.005878827,,,,,
12/6/2022,11:26:56,119.751,37.01,4960850.51,0.001702781,14868781.86,0.004005847,24777305.04,0.004158833,34684367.13,0.005138587,44592298.65,0.005982833,,,,,
12/6/2022,11:26:58,121.037,37.01,4960831.85,0.00172526,14868708.2,0.00395022,24777279.2,0.004224667,34684327.37,0.00521998,44592252.15,0.006092667,,,,,
12/6/2022,11:26:59,122.354,37.01,4960813.12,0.001747704,14868683,0.0039916,24777249.03,0.004281533,34684288.33,0.005302813,44592202.53,0.00619972,,,,,
12/6/2022,11:27:00,123.656,37.01,4960796.47,0.001773183,14868606.64,0.003930173,24777217.81,0.004330053,34684249.39,0.005386373,44592158.96,0.006313133,,,,,
12/6/2022,11:27:02,124.909,37.01,4960777.19,0.001794585,14868586.34,0.0039684,24777181,0.004380313,34684212.47,0.005475107,44592113.14,0.006426253,,,,,
12/6/2022,11:27:03,126.197,37.01,4960764.1,0.00180703,14868504.26,0.003912493,24777155.42,0.004434147,34684179.75,0.005538867,44592075.82,0.006486113,,,,,
12/6/2022,11:27:04,127.481,37.01,4960757.57,0.001814271,14868493.98,0.003941833,24777145.27,0.004469427,34684166.09,0.00557874,44592059.35,0.006521927,,,,,
12/6/2022,11:27:05,128.799,37.01,4960752.49,0.00181714,14868488.2,0.003954047,24777142.14,0.004486307,34684159.88,0.005597113,44592050.55,0.006534127,,,,,
12/6/2022,11:27:07,130.083,37.01,4960752.39,0.001817068,14868483.65,0.00395426,24777143.91,0.00449528,34684154.58,0.005589167,44592049.83,0.00651376,,,,,
12/6/2022,11:27:08,131.605,37.01,4960752.95,0.001816553,14868484.64,0.003954027,24777146.52,0.00449964,34684156.51,0.0055905,44592050.58,0.006507793,,,,,
12/6/2022,11:27:09,132.687,37.01,4960753.47,0.001816114,14868486.36,0.00395448,24777150.85,0.00450356,34684160.71,0.005593553,44592052.87,0.006515387,,,,,
12/6/2022,11:27:11,134.021,37.01,4960754.19,0.00181564,14868487.69,0.003953467,24777154.11,0.004505853,34684163.32,0.005593207,44592051.82,0.0065203,,,,,
12/6/2022,11:27:12,135.291,37.01,4960754.85,0.001815025,14868489.22,0.003953227,24777154.97,0.004504967,34684167.15,0.005592707,44592053.67,0.006520553,,,,,
12/6/2022,11:27:13,136.636,37.01,4960755.56,0.001814558,14868490.87,0.003952073,24777160.23,0.00450556,34684171.1,0.0055918,44592054.44,0.006522653,,,,,
12/6/2022,11:27:15,137.877,37.01,4960756.33,0.001814056,14868493.61,0.00395266,24777164.52,0.004507387,34684176.98,0.00559422,44592056.09,0.006529667,,,,,
12/6/2022,11:27:16,139.352,37.01,4960757.23,0.00181358,14868496.15,0.003951733,24777168.46,0.00450362,34684182.19,0.005590647,44592061.54,0.006524873,,,,,
12/6/2022,11:27:17,140.433,37.01,4960758.17,0.001812766,14868498.87,0.003950973,24777173.31,0.00450442,34684190.89,0.005596933,44592064.16,0.006529527,,,,,
12/6/2022,11:27:18,141.719,37.01,4960759.16,0.001812199,14868501.91,0.003950567,24777178.56,0.004503127,34684200.45,0.005604593,44592071.82,0.006535567,,,,,
12/6/2022,11:27:20,143.053,37.01,4960760.24,0.001811613,14868504.01,0.003948133,24777179.45,0.00450054,34684209.68,0.00560924,44592077.16,0.006544847,,,,,
12/6/2022,11:27:21,144.479,37.01,4960761.3,0.001810986,14868506.06,0.00394548,24777184.95,0.004504753,34684217.93,0.005607573,44592079.04,0.00655094,,,,,
12/6/2022,11:27:22,145.733,37.01,4960762.16,0.00181033,14868507.77,0.003942727,24777192.12,0.004505247,34684224.2,0.005610013,44592084.8,0.006546633,,,,,
12/6/2022,11:27:24,147.003,37.01,4960762.95,0.001809602,14868510.05,0.00393986,24777199.5,0.004510787,34684233.45,0.00561266,44592087.91,0.006553933,,,,,
12/6/2022,11:27:25,148.288,37.01,4960763.86,0.001808969,14868511.76,0.003937387,24777204.53,0.004508027,34684242.95,0.005614533,44592095.23,0.006549287,,,,,
12/6/2022,11:27:26,149.373,37.01,4960765.02,0.001808113,14868512.59,0.00393284,24777209.07,0.00450746,34684252.52,0.005615213,44592101.11,0.006565387,,,,,
12/6/2022,11:27:27,150.72,37.01,4960766.21,0.001807404,14868514.2,0.00392914,24777213.75,0.00450916,34684259.31,0.0056156,44592109.12,0.006579013,,,,,
12/6/2022,11:27:29,152.022,37.01,4960767.56,0.00180661,14868516.03,0.003926173,24777215.88,0.004509193,34684268.89,0.005616687,44592114.64,0.006596487,,,,,
12/6/2022,11:27:30,153.277,37.01,4960768.63,0.001805893,14868518.35,0.0039231,24777220.23,0.004508733,34684278.94,0.005616913,44592119.77,0.00660116,,,,,
12/6/2022,11:27:31,154.734,37.01,4960769.9,0.00180515,14868520.71,0.00392026,24777225.16,0.004502927,34684288.2,0.005616173,44592128.37,0.006603027,,,,,
12/6/2022,11:27:33,155.848,37.01,4960771.13,0.001804321,14868522.01,0.0039159,24777229.6,0.004501493,34684297.63,0.005615153,44592137.2,0.006607693,,,,,
12/6/2022,11:27:34,157.132,37.01,4960772.31,0.001803552,14868524.82,0.003913307,24777233.99,0.004500207,34684307.29,0.005613873,44592146.81,0.006605567,,,,,
12/6/2022,11:27:35,158.451,37.01,4960773.52,0.001802725,14868527.15,0.00391012,24777238.9,0.004501133,34684315.93,0.005612193,44592152.91,0.006623293,,,,,
12/6/2022,11:27:36,159.781,37.01,4960774.83,0.001802022,14868529.36,0.003907333,24777243.18,0.004500993,34684324.09,0.005607953,44592161.62,0.006627827,,,,,
12/6/2022,11:27:38,161.116,37.01,4960776.11,0.00180133,14868531.5,0.003905247,24777246.8,0.00450282,34684332.08,0.005606713,44592168.42,0.006633007,,,,,
12/6/2022,11:27:39,162.557,37.01,4960777.12,0.001800451,14868534.07,0.003904507,24777249.91,0.004499893,34684338.04,0.005604947,44592174.59,0.006625847,,,,,
12/6/2022,11:27:40,163.689,37.01,4960778.24,0.001799733,14868535.59,0.00390084,24777253.29,0.00450178,34684342.9,0.005605913,44592178.84,0.00661898,,,,,
12/6/2022,11:27:42,164.973,37.01,4960779.29,0.001799053,14868537.67,0.00389934,24777256.77,0.0045075,34684347.75,0.00560602,44592186.38,0.006601907,,,,,
12/6/2022,11:27:43,166.211,37.01,4960780.22,0.00179813,14868539.83,0.003898273,24777260.54,0.004510973,34684351.6,0.0056031,44592192.09,0.006603227,,,,,
12/6/2022,11:27:44,167.529,37.01,4960781.21,0.001797399,14868541.61,0.00389684,24777264.15,0.004516113,34684355.47,0.00560354,44592199.73,0.006592813,,,,,
12/6/2022,11:27:45,168.814,37.01,4960782.07,0.001796669,14868543.33,0.00389544,24777267.64,0.00452268,34684359.35,0.005604687,44592207.17,0.006585287,,,,,
12/6/2022,11:27:47,170.085,37.01,4960783.18,0.001796,14868544.91,0.003893793,24777271.9,0.004524253,34684363.1,0.005604667,44592211.65,0.006588,,,,,
12/6/2022,11:27:48,171.371,37.01,4960784.52,0.001795251,14868546.8,0.003892853,24777277.35,0.004527387,34684366.7,0.005606773,44592214.5,0.00659436,,,,,
12/6/2022,11:27:49,172.718,37.01,4960785.56,0.001794511,14868547.7,0.003889813,24777281.31,0.004533087,34684370.71,0.005610667,44592217.31,0.00658732,,,,,
12/6/2022,11:27:51,173.989,37.01,4960785.63,0.001793604,14868549.11,0.003888307,24777284.97,0.004537653,34684374.66,0.00561532,44592224.54,0.006591853,,,,,
12/6/2022,11:27:52,175.4,37.01,4960786.63,0.001792806,14868550.56,0.00388716,24777289.41,0.004543093,34684377.61,0.00561644,44592228.14,0.006597613,,,,,
12/6/2022,11:27:53,176.686,37.01,4960787.57,0.001792043,14868552.12,0.00388634,24777294.43,0.00454778,34684380.66,0.005618993,44592234.89,0.006605733,,,,,
12/6/2022,11:27:54,177.813,37.01,4960788.4,0.001791384,14868553.96,0.00388618,24777298,0.00455332,34684382.98,0.005620693,44592242.49,0.00661618,,,,,
12/6/2022,11:27:56,179.07,37.01,4960789.37,0.001790765,14868555.98,0.003886713,24777301.97,0.004557547,34684386.99,0.005619813,44592247.57,0.006617733,,,,,
12/6/2022,11:27:57,180.339,37.01,4960790.35,0.001790112,14868557.52,0.003886227,24777305.34,0.00456356,34684388.92,0.00562038,44592251.51,0.00660218,,,,,
12/6/2022,11:27:58,181.64,37.01,4960791.26,0.001789554,14868559.06,0.0038855,24777309.95,0.004568707,34684391.4,0.00561428,44592253.93,0.006591907,,,,,
12/6/2022,11:28:00,182.926,37.01,4960792.1,0.001788906,14868561.06,0.003885693,24777313.19,0.004575293,34684393.54,0.005614047,44592258,0.00658394,,,,,
12/6/2022,11:28:01,184.417,37.01,4960792.86,0.001788392,14868562.88,0.00388598,24777318,0.004577767,34684395.56,0.005612833,44592259.69,0.0065757,,,,,
12/6/2022,11:28:02,185.483,37.01,4960793.54,0.001787788,14868564.32,0.00388486,24777320.25,0.004580133,34684398.81,0.00561366,44592259.71,0.006563473,,,,,
12/6/2022,11:28:04,187.001,37.01,4960794.17,0.001787244,14868566.04,0.003884567,24777323.02,0.00457956,34684400.05,0.005611827,44592263.17,0.006562113,,,,,
12/6/2022,11:28:05,188.102,37,4960795.07,0.001786648,14868568.1,0.003885093,24777324.21,0.004579133,34684403.76,0.0056131,44592267.06,0.006556707,,,,,
12/6/2022,11:28:06,189.402,37,4960795.79,0.001785899,14868570.05,0.003885167,24777327.36,0.004576213,34684405.97,0.0056116,44592269.03,0.006547107,,,,,
12/6/2022,11:28:07,190.682,37,4960796.8,0.00178524,14868572.05,0.003885587,24777328.87,0.004575273,34684408.12,0.005610127,44592270.6,0.00655404,,,,,
12/6/2022,11:28:09,191.989,37,4960797.67,0.001784668,14868573.34,0.003884827,24777329.74,0.004573627,34684410.15,0.005607107,44592275.22,0.006558347,,,,,
12/6/2022,11:28:10,193.26,37.01,4960798.51,0.00178396,14868574.03,0.003883113,24777329.59,0.00457382,34684412.18,0.005606367,44592276.83,0.006556067,,,,,
12/6/2022,11:28:11,194.545,37.01,4960799.26,0.001783357,14868575.76,0.00388346,24777330.75,0.004569427,34684418.26,0.005612007,44592281.53,0.006572213,,,,,
12/6/2022,11:28:13,195.879,37.01,4960800.04,0.001782627,14868576.46,0.00388214,24777332.12,0.00457056,34684420.01,0.005610907,44592284.11,0.00658552,,,,,
12/6/2022,11:28:14,197.164,37.01,4960800.85,0.001782302,14868576.76,0.003879773,24777332.21,0.004570927,34684421.85,0.005609867,44592287.01,0.006588453,,,,,
12/6/2022,11:28:15,198.419,37.01,4960801.41,0.001781832,14868577.44,0.00387894,24777333.43,0.004567827,34684423.7,0.005609313,44592298.6,0.006564007,,,,,
12/6/2022,11:28:16,199.736,37.01,4960802.24,0.00178146,14868578.32,0.003877347,24777332.77,0.004568387,34684425.24,0.005607587,44592302.14,0.006576033,,,,,
12/6/2022,11:28:18,201.053,37.01,4960802.89,0.001780984,14868579.15,0.00387652,24777332.46,0.004569327,34684427,0.005606967,44592308.11,0.00658096,,,,,
12/6/2022,11:28:19,202.362,37.01,4960803.55,0.001780446,14868579.55,0.003874,24777333.94,0.004565727,34684428.21,0.005605207,44592312.62,0.006567773,,,,,
12/6/2022,11:28:20,203.594,37.01,4960804.28,0.001779823,14868580.09,0.0038725,24777333.07,0.004566527,34684429.67,0.00560324,44592317.31,0.0065707,,,,,
12/6/2022,11:28:22,204.894,37.01,4960804.91,0.001779469,14868581.1,0.003871973,24777335.72,0.004568273,34684431.19,0.005602273,44592318.87,0.00658036,,,,,
12/6/2022,11:28:23,206.181,37.01,4960805.49,0.001778946,14868581.43,0.003870713,24777338.67,0.00456942,34684432.45,0.00560076,44592321.61,0.006569627,,,,,
12/6/2022,11:28:24,207.464,37.01,4960806.16,0.001778451,14868582.79,0.00387032,24777341.32,0.004569013,34684434.38,0.00560014,44592325.64,0.006575733,,,,,
